Rk,Player,Pos,Squad,Comp,90s,1/3
1664,Saidou Sow\f6b94e8d,DF,Saint-Étienne,fr Ligue 1,11.0,6
1665,Niklas Stark\aad48be9,DFMF,Hertha BSC,de Bundesliga,22.6,6
1666,Pascal Stenzel\99f7e9aa,DF,Stuttgart,de Bundesliga,10.0,6
1667,Bosko Sutalo\1d0bb7e4,DF,Hellas Verona,it Serie A,10.2,6
1668,James Tarkowski\15ea812b,DF,Burnley,eng Premier League,34.5,6
1669,Aleksa Terzić\3ef0a2d7,DF,Fiorentina,it Serie A,3.0,6
1670,Christos Tzolis\9f333379,FWMF,Norwich City,eng Premier League,3.7,6
1671,Myrto Uzuni\01da7812,MFFW,Granada,es La Liga,9.5,6
1672,Raphaël Varane\9f8e9423,DF,Manchester Utd,eng Premier League,20.3,6
1673,Luca Waldschmidt\e5a35ae9,MFFW,Wolfsburg,de Bundesliga,8.0,6
1674,Wout Weghorst\c4e87b8b,FW,Burnley,eng Premier League,16.1,6
1675,Chris Wood\4e9a0555,FW,Burnley,eng Premier League,15.2,6
1676,Christopher Wooh\b003239d,DF,Lens,fr Ligue 1,11.7,6
1677,Andriy Yarmolenko\849c826a,FW,West Ham,eng Premier League,3.5,6
1678,Yusuf Yazıcı\f5c8b425,MFFW,Lille,fr Ligue 1,5.7,6
1679,Denis Zakaria\384d58d9,MF,Juventus,it Serie A,6.6,6
1680,Arber Zeneli\095e4199,FW,Reims,fr Ligue 1,4.5,6
1681,Nayef Aguerd\288e1e13,DF,Rennes,fr Ligue 1,30.4,5
1682,Sofiane Alakouch\5314e067,DFMF,Metz,fr Ligue 1,1.8,5
1683,Joachim Andersen\e34fc66d,DF,Crystal Palace,eng Premier League,32.4,5
1684,Sebastian Andersson\b4cf5806,FW,Köln,de Bundesliga,14.0,5
1685,Arthur\a820e429,FW,Fiorentina,it Serie A,8.3,5
1686,Sardar Azmoun\10549b49,FWMF,Leverkusen,de Bundesliga,4.0,5
1687,Tiemoué Bakayoko\59bf127b,MF,Milan,it Serie A,5.6,5
1688,Aymen Barkok\a2a85828,MFFW,Eint Frankfurt,de Bundesliga,1.8,5
1689,Antonio Barragán\487d9b09,DF,Elche,es La Liga,11.3,5
1690,Amine Bassi\ced1d98f,MF,Metz,fr Ligue 1,2.0,5
1691,Mads Bech Sørensen\30db8574,DF,Brentford,eng Premier League,9.3,5
1692,Danny Blum\eb61713c,FWMF,Bochum,de Bundesliga,3.8,5
1693,Myron Boadu\5b479568,FW,Monaco,fr Ligue 1,10.7,5
1694,Kevin-Prince Boateng\f4ec4fd0,MFFW,Hertha BSC,de Bundesliga,7.7,5
1695,Sven Botman\ccce7025,DF,Lille,fr Ligue 1,25.0,5
1696,Jimmy Briand\f83c8d6c,FWMF,Bordeaux,fr Ligue 1,2.5,5
1697,Samu Castillejo\130a7a3f,FWMF,Milan,it Serie A,1.4,5
1698,Luca Ceppitelli\7d50454d,DF,Cagliari,it Serie A,16.1,5
1699,Nassim Chadli\5c61496e,MFDF,Troyes,fr Ligue 1,1.1,5
1700,Carney Chukwuemeka\b2f9c73e,MFFW,Aston Villa,eng Premier League,3.3,5
1701,Riccardo Ciervo\da77b60b,MFDF,Sampdoria,it Serie A,2.5,5
1702,Jorge Cuenca\0abc51f2,DF,Getafe,es La Liga,29.8,5
1703,Rafael Czichos\b0a0698b,DF,Köln,de Bundesliga,15.6,5
1704,Damien Da Silva\1ec7e1c5,DF,Lyon,fr Ligue 1,12.5,5
1705,Flavius Daniliuc\7ef972c3,DF,Nice,fr Ligue 1,14.4,5
1706,Kevin Danso\6e33125f,DF,Lens,fr Ligue 1,31.0,5
1707,Krepin Diatta\8104e41e,MFDF,Monaco,fr Ligue 1,3.2,5
1708,Kamory Doumbia\9226aa22,MFFW,Reims,fr Ligue 1,3.9,5
1709,Radu Drăgușin\620922ed,DF,Sampdoria,it Serie A,6.9,5
1710,Wesley Fofana\132a82f1,DF,Leicester City,eng Premier League,7.0,5
1711,Marvin Friedrich\b77f44a4,DF,Union Berlin,de Bundesliga,13.0,5
1712,Sehrou Guirassy\923f4dda,FW,Rennes,fr Ligue 1,11.3,5
1713,Koray Günter\f1f1f238,DF,Hellas Verona,it Serie A,26.8,5
1714,Norbert Gyömbér\0be276c6,DF,Salernitana,it Serie A,28.5,5
1715,Munir El Haddadi\8696bc90,FWMF,Sevilla,es La Liga,5.3,5
1716,Mason Holgate\d0042ab9,DF,Everton,eng Premier League,23.7,5
1717,Benjamin Hübner\99de6b6f,DF,Hoffenheim,de Bundesliga,4.2,5
1718,Nicolas Jackson\9c36ed83,FW,Villarreal,es La Liga,1.8,5
1719,Jason\9038c2a1,MFFW,Alavés,es La Liga,7.5,5
1720,Juan Jesus\79083382,DF,Napoli,it Serie A,14.2,5
1721,Jens Jønsson\53520a67,MF,Cádiz,es La Liga,14.5,5
1722,Mathias Jørgensen\0db5d2c8,DF,Brentford,eng Premier League,5.8,5
1723,Yayah Kallon\f95f49d2,FWMF,Genoa,it Serie A,7.1,5
1724,Samuel Kalu\b8d22478,FW,Watford,eng Premier League,2.5,5
1725,Nordine Kandil\c5908bc4,MFFW,Strasbourg,fr Ligue 1,1.0,5
1726,Denso Kasius\7ae36711,DF,Bologna,it Serie A,2.0,5
1727,Jakub Kiwior\dc3e663e,MF,Spezia,it Serie A,21.8,5
1728,Paul Lasne\542cc80f,MF,Brest,fr Ligue 1,9.4,5
1729,Mickael Malsa\bbc19252,MF,Levante,es La Liga,12.7,5
1730,Hianga Mananga Mbock\0f86995c,MF,Brest,fr Ligue 1,8.9,5
1731,Guillermo Maripán\d9764034,DF,Monaco,fr Ligue 1,20.4,5
1732,Jean-Philippe Mateta\50e6dc35,FW,Crystal Palace,eng Premier League,12.7,5
1733,Martín Montoya\5cec2487,DF,Betis,es La Liga,5.8,5
1734,Vitaliy Mykolenko\30d4a2e5,DF,Everton,eng Premier League,11.7,5
1735,Marvelous Nakamba\de5b5570,MF,Aston Villa,eng Premier League,10.0,5
1736,Nani\15e9c7e6,FWMF,Venezia,it Serie A,3.2,5
1737,Florian Niederlechner\d6862409,FW,Augsburg,de Bundesliga,12.9,5
1738,Simeon Nwankwo\80dbbd10,FW,Salernitana,it Serie A,9.4,5
1739,Andrew Omobamidele\c393a6c4,DF,Norwich City,eng Premier League,4.2,5
1740,Reece Oxford\8b6e0db2,DF,Augsburg,de Bundesliga,29.9,5
1741,Dor Peretz\e2a302a8,MF,Venezia,it Serie A,6.5,5
1742,Erick Pulgar\4611e028,MF,Fiorentina,it Serie A,3.8,5
1743,Przemysław Płacheta\3c33f9d9,FWMF,Norwich City,eng Premier League,5.6,5
1744,Adil Rami\8dbff17c,DF,Troyes,fr Ligue 1,13.0,5
1745,Omar Richards\f9b1b7bf,DF,Bayern Munich,de Bundesliga,4.9,5
1746,Sebastian Rode\e12b0b5b,MF,Eint Frankfurt,de Bundesliga,8.4,5
1747,Mads Roerslev\57c94db2,DF,Brentford,eng Premier League,13.8,5
1748,Alessio Romagnoli\3ead85f9,DF,Milan,it Serie A,15.7,5
1749,Simone Romagnoli\09899de8,DF,Empoli,it Serie A,16.6,5
1750,Jon Rowe\8c12f884,FWMF,Norwich City,eng Premier League,2.5,5
1751,Rubén\35d4f151,DF,Espanyol,es La Liga,1.7,5
1752,Bakary Sako\381d7d54,FWMF,Saint-Étienne,fr Ligue 1,1.7,5
1753,Marcelo Saracchi\1c96ad85,DF,Levante,es La Liga,2.1,5
1754,Andrea Schiavone\4b55eb4d,MF,Salernitana,it Serie A,6.3,5
1755,Morgan Schneiderlin\51b41c5c,MF,Nice,fr Ligue 1,7.2,5
1756,Davie Selke\1238a3f9,FW,Hertha BSC,de Bundesliga,11.2,5
1757,Janni Serra\40b58bfc,FW,Arminia,de Bundesliga,12.4,5
1758,Daley Sinkgraven\73000a79,DF,Leverkusen,de Bundesliga,3.9,5
1759,Leo Skiri Østigård\b35a7399,DF,Genoa,it Serie A,13.0,5
1760,Robert Skov\ff98492b,DFFW,Hoffenheim,de Bundesliga,4.1,5
1761,Jerry St. Juste\90339309,DF,Mainz 05,de Bundesliga,6.7,5
1762,Edmond Tapsoba\a73c8f95,DF,Leverkusen,de Bundesliga,20.2,5
1763,Erik Thommy\df8e7b62,DFFW,Stuttgart,de Bundesliga,3.0,5
1764,Kieran Trippier\21512407,DF,Newcastle Utd,eng Premier League,4.8,5
1765,Matthieu Udol\cc41f558,DF,Metz,fr Ligue 1,11.2,5
1766,Sebastian Vasiliadis\d3112d86,MF,Arminia,de Bundesliga,13.3,5
1767,Daniel Vivian\ab7bf91d,DF,Athletic Club,es La Liga,22.1,5
1768,Stefan de Vrij\d0d8dd44,DF,Inter,it Serie A,26.8,5
1769,Marvin Zeegelaar\8abd0c03,DF,Udinese,it Serie A,7.1,5
1770,Andi Zeqiri\d01231f0,FWMF,Augsburg,de Bundesliga,11.3,5
1771,Kurt Zouma\ce4246f5,DF,West Ham,eng Premier League,23.1,5
1772,Jean-Daniel Akpa-Akpro\fdf4b948,MF,Lazio,it Serie A,3.5,4
1773,Paco Alcácer\a7a9d95a,FW,Villarreal,es La Liga,8.7,4
1774,Pierre-Emerick Aubameyang\d5dd5f1f,FW,Barcelona,es La Liga,12.0,4
1775,Carlos Bacca\09a9e921,FW,Granada,es La Liga,5.7,4
1776,Benoît Badiashile\06df8256,DF,Monaco,fr Ligue 1,20.4,4
1777,Leonardo Balerdi\7c3ed041,DF,Marseille,fr Ligue 1,10.6,4
1778,Simon Banza\be47b750,FW,Lens,fr Ligue 1,1.4,4
1779,Daniele Baselli\ea06dd97,MF,Cagliari,it Serie A,3.2,4
1780,Kevin Behrens\30ae134d,FW,Union Berlin,de Bundesliga,5.5,4
1781,Darío Benedetto\bef0a7ac,FW,Elche,es La Liga,6.6,4
1782,Valon Berisha\d5575935,MFFW,Reims,fr Ligue 1,5.1,4
1783,Bartosz Bialek\763b8b37,FW,Wolfsburg,de Bundesliga,2.0,4
1784,Jamie Bynoe-Gittens\10745192,FW,Dortmund,de Bundesliga,1.5,4
1785,Jens Cajuste\928a4a61,MF,Reims,fr Ligue 1,4.0,4
1786,Fernando Calero\41b3069f,DF,Espanyol,es La Liga,12.1,4
1787,Matteo Cancellieri\b6a1cdf9,MFDF,Hellas Verona,it Serie A,2.5,4
1788,Todd Cantwell\f63d8a4b,FWMF,Norwich City,eng Premier League,4.9,4
1789,Edinson Cavani\527f063d,FW,Manchester Utd,eng Premier League,8.5,4
1790,Chapela\9ed40a69,MFFW,Cádiz,es La Liga,4.4,4
1791,Xavier Chavalerin\279ddf6a,MFDF,Reims,fr Ligue 1,2.4,4
1792,Ben Chilwell\d2424d1b,DF,Chelsea,eng Premier League,6.0,4
1793,Ciaran Clark\2b91cf8e,DF,Newcastle Utd,eng Premier League,11.3,4
1794,Alexis Claude-Maurice\741418c3,MF,Nice,fr Ligue 1,2.3,4
1795,Kalifa Coulibaly\9980269a,FW,Nantes,fr Ligue 1,9.4,4
1796,Luke Cundle\cc3b8e78,MF,Wolves,eng Premier League,2.0,4
1797,Sacha Delaye\e4448c8c,MFFW,Montpellier,fr Ligue 1,2.9,4
1798,Mouctar Diakhaby\d2110326,DF,Valencia,es La Liga,21.6,4
1799,Cody Drameh\e0d1510a,DF,Leeds United,eng Premier League,1.4,4
1800,Domingos Duarte\93090f69,DF,Granada,es La Liga,18.7,4
1801,Jonny Evans\f8fcd2a5,DF,Leicester City,eng Premier League,15.0,4
1802,Ohis Felix Uduokhai\677da306,DF,Augsburg,de Bundesliga,8.7,4
1803,Edimilson Fernandes\3bb625ac,DFFW,Arminia,de Bundesliga,3.1,4
1804,Alex Ferrari\d0dbca9f,DF,Sampdoria,it Serie A,18.3,4
1805,David García\3e42f707,DF,Osasuna,es La Liga,34.5,4
1806,André Gomes\1961b2aa,MF,Everton,eng Premier League,6.9,4
1807,Robin Gosens\2d970560,DF,Atalanta,it Serie A,5.1,4
1808,Carlos Gruezo\f2dd9a21,MF,Augsburg,de Bundesliga,10.8,4
1809,Varazdat Haroyan\be32269e,DF,Cádiz,es La Liga,16.0,4
1810,Makoto Hasebe\9ab16552,DF,Eint Frankfurt,de Bundesliga,13.2,4
1811,Martin Hinteregger\080440a4,DF,Eint Frankfurt,de Bundesliga,24.7,4
1812,Petko Hristov\d8800a46,DF,Spezia,it Serie A,13.9,4
1813,Mauro Icardi\43b78598,FW,Paris S-G,fr Ligue 1,11.4,4
1814,Jonathan Iglesias\639ca1cf,MF,Clermont Foot,fr Ligue 1,6.4,4
1815,Marcus Ingvartsen\271b8617,FWMF,Mainz 05,de Bundesliga,7.6,4
1816,Ardian Ismajli\6b635f5c,DF,Empoli,it Serie A,14.1,4
1817,Luuk de Jong\abb3bb95,FW,Barcelona,es La Liga,7.3,4
1818,Miguel Juan Llambrich\d83f09ff,DF,Espanyol,es La Liga,0.8,4
1819,Fabian Klos\e21042ae,FW,Arminia,de Bundesliga,15.8,4
1820,Koba Koindredi\3a58d075,MF,Valencia,es La Liga,2.0,4
1821,Nianzou Kouassi\5853ac44,DF,Bayern Munich,de Bundesliga,6.5,4
1822,Toni Lato\8e088e04,DFMF,Valencia,es La Liga,6.6,4
1823,David López\f03f284b,MFDF,Espanyol,es La Liga,8.3,4
1824,Dodi Lukebakio\0c61c77c,FW,Hertha BSC,de Bundesliga,2.0,4
1825,Sekou Mara\3544641e,FW,Bordeaux,fr Ligue 1,10.1,4
1826,Iván Marcone\b14f755d,MF,Elche,es La Liga,9.0,4
1827,José María Giménez\f0da930c,DF,Atlético Madrid,es La Liga,22.7,4
1828,Anthony Martial\8b788c01,FW,Manchester Utd,eng Premier League,2.4,4
1829,Benjamin Mendy\5271c8f1,DF,Manchester City,eng Premier League,0.9,4
1830,Jan Morávek\e7d22eae,MF,Augsburg,de Bundesliga,5.2,4
1831,Kévin N'Doram\e50623a0,MF,Metz,fr Ligue 1,13.7,4
1832,Roberto Navarro\c997b942,MFFW,Real Sociedad,es La Liga,2.2,4
1833,Paul Nebel\1b6d8083,MFFW,Mainz 05,de Bundesliga,2.5,4
1834,Mark Noble\ff527768,MF,West Ham,eng Premier League,3.7,4
1835,Håvard Nordtveit\6cafd68d,DF,Hoffenheim,de Bundesliga,3.4,4
1836,Otávio\243f4a0b,MF,Bordeaux,fr Ligue 1,12.7,4
1837,Gonçalo Paciência\962e54cb,FW,Eint Frankfurt,de Bundesliga,5.7,4
1838,Goran Pandev\d711d04f,FWMF,Genoa,it Serie A,9.4,4
1839,Pablo Piatti\48e89655,MFFW,Elche,es La Liga,3.5,4
1840,Amos Pieper\526ea7cc,DF,Arminia,de Bundesliga,26.4,4
1841,Suf Podgoreanu\d697a2d0,FW,Spezia,it Serie A,1.3,4
1842,Ezequiel Ponce\ccbbe661,FW,Elche,es La Liga,7.4,4
1843,Marin Pongračić\2a6cd437,DF,Dortmund,de Bundesliga,9.2,4
1844,Abdón Prats\d1b060e2,FW,Mallorca,es La Liga,7.1,4
1845,Marc Roca\da27e268,MF,Bayern Munich,de Bundesliga,4.2,4
1846,Luka Romero\ca6edaa0,FW,Lazio,it Serie A,0.9,4
1847,Víctor Ruiz\b3dc6eca,DF,Betis,es La Liga,15.8,4
1848,Stefano Sabelli\0ccac09c,DF,Genoa,it Serie A,3.9,4
1849,Martin Satriano\86383d0e,FW,Brest,fr Ligue 1,10.4,4
1850,András Schäfer\049751d7,MF,Union Berlin,de Bundesliga,2.7,4
1851,Jonathan Schmid\088ca1bd,DF,Freiburg,de Bundesliga,6.5,4
1852,Stefano Sensi\b70bde8f,MF,Inter,it Serie A,1.9,4
1853,Issouf Sissokho\792a9d41,MF,Bordeaux,fr Ligue 1,4.8,4
1854,Chris Smalling\b6964eb6,DF,Roma,it Serie A,23.2,4
1855,Alberto Soro\452c3055,MFFW,Granada,es La Liga,6.4,4
1856,Tony Springett\35be8087,FWMF,Norwich City,eng Premier League,1.6,4
1857,Dávid Strelec\2cb9486d,FWMF,Spezia,it Serie A,5.6,4
1858,Pascal Struijk\f4d296e4,DF,Leeds United,eng Premier League,22.8,4
1859,Mario Suárez\7106f0a0,DF,Rayo Vallecano,es La Liga,7.9,4
1860,Jakob Sørensen\953c30b0,MFDF,Norwich City,eng Premier League,6.7,4
1861,Jordan Tell\4f093689,FW,Clermont Foot,fr Ligue 1,3.2,4
1862,Robert Tesche\037130ca,MF,Bochum,de Bundesliga,3.9,4
1863,Lorenzo Tonelli\8cc29864,DF,Empoli,it Serie A,9.7,4
1864,Bertrand Traoré\c47541e0,MFFW,Aston Villa,eng Premier League,2.4,4
1865,Charles Traore\de488e56,DF,Nantes,fr Ligue 1,8.0,4
1866,Ismaël Traoré\b666421b,DF,Angers,fr Ligue 1,35.7,4
1867,Ozan Tufan\17d45fb2,MF,Watford,eng Premier League,3.7,4
1868,Manu Vallejo\0bc4e720,MFFW,Alavés,es La Liga,4.1,4
1869,Mickey van de Ven\8fe2a392,DF,Wolfsburg,de Bundesliga,2.1,4
1870,Ronaldo Vieira\75e60d75,MF,Sampdoria,it Serie A,5.5,4
1871,Gonzalo Villar\bdc74a8f,MF,Getafe,es La Liga,3.3,4
1872,Dušan Vlahović\79443529,FW,Juventus,it Serie A,12.0,4
1873,Hannes Wolf\be42a291,FWMF,M'Gladbach,de Bundesliga,3.4,4
1874,Chris Wood\4e9a0555,FW,Newcastle Utd,eng Premier League,14.7,4
1875,Maya Yoshida\caffaf5a,DF,Sampdoria,it Serie A,20.3,4
1876,Mattia Zaccagni\d85c238b,MFFW,Hellas Verona,it Serie A,2.0,4
1877,Dan-Axel Zagadou\a4effc55,DF,Dortmund,de Bundesliga,10.6,4
1878,Milan Đurić\405f6586,FW,Salernitana,it Serie A,24.1,4
1879,Maghnes Akliouche\b625b241,MFFW,Monaco,fr Ligue 1,0.6,3
1880,Jordan Amavi\22721b88,DF,Marseille,fr Ligue 1,1.4,3
1881,Janis Antiste\38d9ce53,FW,Spezia,it Serie A,8.8,3
1882,Bradley Barcola\a0d55a09,FWMF,Lyon,fr Ligue 1,2.9,3
1883,Marco Benassi\0000acda,DFMF,Fiorentina,it Serie A,1.8,3
1884,Ryan Bertrand\01226327,DF,Leicester City,eng Premier League,3.7,3
1885,Jérôme Boateng\2db2fd7b,DF,Lyon,fr Ligue 1,18.0,3
1886,Yan Brice Eteki\3d688b46,MF,Granada,es La Liga,3.8,3
1887,Oriol Busquets\49712367,MF,Clermont Foot,fr Ligue 1,2.2,3
1888,Riccardo Calafiori\aded8e6f,DF,Roma,it Serie A,1.9,3
1889,Eduardo Camavinga\7b9c2d84,MF,Rennes,fr Ligue 1,1.6,3
1890,Catena\274ab13c,DF,Rayo Vallecano,es La Liga,36.0,3
1891,Craig Cathcart\89e4b358,DF,Watford,eng Premier League,26.6,3
1892,Calum Chambers\dc6f5bdd,DF,Aston Villa,eng Premier League,9.2,3
1893,Chiquinho\dc6c2f02,DFMF,Wolves,eng Premier League,2.3,3
1894,Andrea Conti\8fef5412,DFMF,Sampdoria,it Serie A,2.6,3
1895,Sergio Córdova\229cd98a,FWMF,Augsburg,de Bundesliga,3.6,3
1896,Filippo Delli Carri\d2e8fd9b,DF,Salernitana,it Serie A,3.7,3
1897,Mohamed Elneny\47a34c4f,MF,Arsenal,eng Premier League,9.0,3
1898,Gonzalo Escalante\3f79a1c8,MF,Alavés,es La Liga,14.4,3
1899,Wahidullah Faghir\93c9e7d9,FW,Stuttgart,de Bundesliga,1.4,3
1900,Radamel Falcao\66116290,FW,Rayo Vallecano,es La Liga,9.3,3
1901,Fali\72a84002,DFMF,Cádiz,es La Liga,20.0,3
1902,Alfreð Finnbogason\f9e7c4ac,FWMF,Augsburg,de Bundesliga,3.2,3
1903,Luca Fiordilino\9bb1ad91,MF,Venezia,it Serie A,7.3,3
1904,Timothy Fosu-Mensah\a9142dc3,DF,Leverkusen,de Bundesliga,1.6,3
1905,Ignatius Ganago\23c63b7f,FW,Lens,fr Ligue 1,11.4,3
1906,Nicholas Gioacchini\79ab7593,MFFW,Montpellier,fr Ligue 1,5.5,3
1907,Toti Gomes\f0caab96,DF,Wolves,eng Premier League,4.0,3
1908,Antoine Griezmann\df69b544,FW,Barcelona,es La Liga,2.9,3
1909,Nemanja Gudelj\0076ab7f,MFDF,Sevilla,es La Liga,11.6,3
1910,Evann Guessand\b73f17f8,FW,Nice,fr Ligue 1,4.9,3
1911,Grant Hanley\e9254eec,DF,Norwich City,eng Premier League,32.2,3
1912,Fraser Hornby\29aee77c,FWMF,Reims,fr Ligue 1,3.9,3
1913,Suk Hyun-jun\7ffaf233,FWMF,Troyes,fr Ligue 1,1.7,3
1914,Adam Idah\291e3ec3,FWMF,Norwich City,eng Premier League,6.9,3
1915,Oussama Idrissi\34caa4b3,FWMF,Sevilla,es La Liga,1.4,3
1916,Cedric Itten\ef233486,FW,Greuther Fürth,de Bundesliga,7.1,3
1917,Daniel James\c931d9f9,FW,Manchester Utd,eng Premier League,1.4,3
1918,Paweł Jaroszyński\958a601f,DF,Salernitana,it Serie A,5.7,3
1919,Jason\9038c2a1,MFDF,Valencia,es La Liga,0.8,3
1920,Dennis Jastrzembski\6bba916f,DFFW,Hertha BSC,de Bundesliga,2.5,3
1921,Álvaro Jiménez\5f5501ed,MFFW,Cádiz,es La Liga,2.6,3
1922,Luka Jović\4d8cd038,FW,Real Madrid,es La Liga,4.1,3
1923,Flavio Junior Bianchi\3ef965c1,FWMF,Genoa,it Serie A,3.5,3
1924,Ozan Kabak\2d61d13a,DF,Norwich City,eng Premier League,10.2,3
1925,Marc-Oliver Kempf\815c314f,DF,Hertha BSC,de Bundesliga,11.7,3
1926,Philippe Koffi\9f1c2822,FW,Reims,fr Ligue 1,4.2,3
1927,Ibrahima Konaté\5ed9b537,DF,Liverpool,eng Premier League,11.0,3
1928,Boubakar Kouyaté\562a4799,DF,Metz,fr Ligue 1,29.6,3
1929,Jean-Philippe Krasso\037f2523,FW,Saint-Étienne,fr Ligue 1,5.0,3
1930,Vassilis Lambropoulos\591477c9,DF,Bochum,de Bundesliga,13.0,3
1931,Maxime Le Marchand\321a71a7,DF,Strasbourg,fr Ligue 1,9.6,3
1932,Wu Lei\e3fabb0a,FWMF,Espanyol,es La Liga,5.3,3
1933,Julen Lobete\a952a529,FWMF,Real Sociedad,es La Liga,3.2,3
1934,Jürgen Locadia\6cc47ae1,FWMF,Bochum,de Bundesliga,4.9,3
1935,Javi López\e9ada8cf,DF,Alavés,es La Liga,5.1,3
1936,Lyanco\b5bf1770,DF,Southampton,eng Premier League,10.1,3
1937,Francesco Magnanelli\07767f42,MF,Sassuolo,it Serie A,3.0,3
1938,Nikola Maksimović\16b9d5cf,DF,Genoa,it Serie A,12.4,3
1939,Leonardo Mancuso\311027cb,FW,Empoli,it Serie A,4.7,3
1940,José Mari\6f4c734d,MF,Cádiz,es La Liga,4.3,3
1941,Mariano\5c4dc0ff,FW,Real Madrid,es La Liga,3.8,3
1942,Fran Mérida\0e50f929,MF,Espanyol,es La Liga,3.0,3
1943,Harold Moukoudi\5f26e0c5,DF,Saint-Étienne,fr Ligue 1,18.5,3
1944,Dan Ndoye\8e697a8f,FWMF,Nice,fr Ligue 1,2.3,3
1945,Jessic Ngankam\bc249af8,FW,Greuther Fürth,de Bundesliga,3.8,3
1946,M'Baye Niang\2054d037,FW,Bordeaux,fr Ligue 1,8.6,3
1947,Saúl Ñíguez\c14bc029,MFDF,Chelsea,eng Premier League,5.3,3
1948,Saúl Ñíguez\c14bc029,DFMF,Atlético Madrid,es La Liga,2.2,3
1949,Joakim Nilsson\c562c5b4,DF,Arminia,de Bundesliga,30.4,3
1950,Florent Ogier\6993927b,DF,Clermont Foot,fr Ligue 1,27.0,3
1951,Rubén Peña\1f079188,MFFW,Villarreal,es La Liga,1.5,3
1952,Ricardo Pepi\a2b1ed42,FWMF,Augsburg,de Bundesliga,5.3,3
1953,Iñigo Pérez\bc61cc65,MF,Osasuna,es La Liga,3.8,3
1954,Nils Petersen\f93e6e94,FWMF,Freiburg,de Bundesliga,6.4,3
1955,Krzysztof Piątek\17f3620a,FW,Hertha BSC,de Bundesliga,3.9,3
1956,Orbelín Pineda\411fabd7,MFFW,Celta Vigo,es La Liga,1.1,3
1957,José Pozo\fc8b614b,MF,Rayo Vallecano,es La Liga,0.8,3
1958,Ștefan Radu\53de807a,DF,Lazio,it Serie A,6.2,3
1959,Guilherme Ramos\df9c3473,DF,Arminia,de Bundesliga,10.1,3
1960,Enzo Roco\37f827ec,DF,Elche,es La Liga,28.4,3
1961,Germán Sánchez\ea9b2ef9,DF,Granada,es La Liga,24.5,3
1962,Joan Sastre Vanrell\f9acf8bf,DF,Mallorca,es La Liga,2.9,3
1963,Demba Seck\16463a79,FWMF,Torino,it Serie A,1.6,3
1964,Ken Sema\1770bd68,MFFW,Watford,eng Premier League,9.5,3
1965,Nicolás Serrano\2ad0e5e5,MF,Athletic Club,es La Liga,3.5,3
1966,Arnór Sigurðsson\f209b81e,MFFW,Venezia,it Serie A,2.0,3
1967,Jonathan Silva\f2308b33,DFMF,Getafe,es La Liga,2.5,3
1968,Sambou Soumano\7cc00776,FW,Lorient,fr Ligue 1,5.0,3
1969,Leo Štulac\92948398,MF,Empoli,it Serie A,9.3,3
1970,Warren Tchimbembé\93b8f9f4,MF,Metz,fr Ligue 1,2.3,3
1971,Ernesto Torregrossa\bf39bdec,FW,Sampdoria,it Serie A,1.3,3
1972,Abdoulaye Touré\ef7cd87a,MF,Genoa,it Serie A,4.8,3
1973,Yoann Touzghar\4e47507a,FW,Troyes,fr Ligue 1,16.2,3
1974,Chimuanya Ugochukwu\1df4a109,MF,Rennes,fr Ligue 1,4.5,3
1975,Jannik Vestergaard\1900032e,DF,Leicester City,eng Premier League,6.3,3
1976,Mattia Viti\75438a9a,DF,Empoli,it Serie A,16.6,3
1977,Theo Walcott\1ecb65be,MFFW,Southampton,eng Premier League,4.2,3
1978,Sergio Agüero\4d034881,FW,Barcelona,es La Liga,1.7,2
1979,Ilias Akhomach\b8bd60fe,FW,Barcelona,es La Liga,1.4,2
1980,Paul Akouokou\31f5b89b,MF,Betis,es La Liga,5.7,2
1981,Raúl Albiol\4bd414c1,DF,Villarreal,es La Liga,27.4,2
1982,Kristoffer Askildsen\a69cc629,MF,Sampdoria,it Serie A,8.4,2
1983,Karim Azamoum\eaf71a5e,DF,Troyes,fr Ligue 1,4.3,2
1984,Abdoulaye Bakayoko\ee95585f,DF,Saint-Étienne,fr Ligue 1,3.4,2
1985,Patrick Bamford\93feac6e,FW,Leeds United,eng Premier League,6.2,2
1986,Abdourahmane Barry\8df328f4,DF,Greuther Fürth,de Bundesliga,2.3,2
1987,Daniele Baselli\ea06dd97,MFFW,Torino,it Serie A,1.7,2
1988,Toma Bašić\80556f08,MF,Bordeaux,fr Ligue 1,2.3,2
1989,Donny van de Beek\50dc94ce,MF,Everton,eng Premier League,5.4,2
1990,Iker Benito\50cbc806,MFFW,Osasuna,es La Liga,1.3,2
1991,Patrick Berg\e4114f5d,MF,Lens,fr Ligue 1,3.4,2
1992,Ismaëlben Boura\62e02107,DF,Lens,fr Ligue 1,1.1,2
1993,Mehdi Bourabia\0d077b88,MF,Spezia,it Serie A,3.1,2
1994,Martin Braithwaite\fd771f95,FW,Barcelona,es La Liga,2.6,2
1995,Jarrad Branthwaite\c1949191,DF,Everton,eng Premier League,4.3,2
1996,Brian Brobbey\4c184730,FW,RB Leipzig,de Bundesliga,1.5,2
1997,Bryan\7b5ab7f2,FWMF,Tottenham,eng Premier League,1.0,2
1998,Erick Cabaco\e7ab4179,DF,Getafe,es La Liga,4.5,2
1999,Jovane Cabral\e34e086c,FW,Lazio,it Serie A,2.1,2
2000,Mathieu Cafaro\2a657da0,FWMF,Reims,fr Ligue 1,2.1,2
